Time,P (deg/s),Q (deg/s),R (deg/s),P dot (deg/s^2),Q dot (deg/s^2),R dot (deg/s^2),P_{inertial} (deg/s),Q_{inertial} (deg/s),R_{inertial} (deg/s),q bar (psf),Reynolds Number,V_{Total} (ft/s),V_{Inertial} (ft/s),UBody,VBody,WBody,UdotBody,VdotBody,WdotBody,UdotBody_i,VdotBody_i,WdotBody_i,BodyAccel_X,BodyAccel_Y,BodyAccel_Z,Aero V_{X Body} (ft/s),Aero V_{Y Body} (ft/s),Aero V_{Z Body} (ft/s),V_{X_{inertial}} (ft/s),V_{Y_{inertial}} (ft/s),V_{Z_{inertial}} (ft/s),V_{X_{ecef}} (ft/s),V_{Y_{ecef}} (ft/s),V_{Z_{ecef}} (ft/s),V_{North} (ft/s),V_{East} (ft/s),V_{Down} (ft/s),I_{xx},I_{xy},I_{xz},I_{yx},I_{yy},I_{yz},I_{zx},I_{zy},I_{zz},Mass,Weight,X_{cg},Y_{cg},Z_{cg},Altitude ASL (ft),Altitude AGL (ft),Phi (deg),Theta (deg),Psi (deg),Q(1)_{LOCAL},Q(2)_{LOCAL},Q(3)_{LOCAL},Q(4)_{LOCAL},Q(1)_{ECEF},Q(2)_{ECEF},Q(3)_{ECEF},Q(4)_{ECEF},Q(1)_{ECI},Q(2)_{ECI},Q(3)_{ECI},Q(4)_{ECI},Alpha (deg),Beta (deg),Latitude (deg),Latitude Geodetic (deg),Longitude (deg),X_{ECI} (ft),Y_{ECI} (ft),Z_{ECI} (ft),X_{ECEF} (ft),Y_{ECEF} (ft),Z_{ECEF} (ft),Earth Position Angle (deg),Distance AGL (ft),Terrain Elevation (ft),navigation/actual-heading-rad,systems/mixture-cmd-norm,guidance/wp-heading-rad,guidance/wp-distance,guidance/wp-heading-deg,guidance/selected_target_heading,guidance/angle-to-heading-rad,ap/roll-control-autopilot-on,ap/roll-autopilot-windup-trigger,ap/limited-roll-angle-rad,ap/roll-attitude-selector,ap/limited-roll-angle-error,ap/roll-rate-pid-control,ap/total-limited-roll-rate,ap/roll-rate-saturation,ap/limited-roll-rate-error,ap/roll-command-pid-control,ap/roll-cmd-smoother,ap/roll-cmd-norm-output,ap/roll-command-selector-steering,fcs/attitude/sensor/phi-rad,fcs/wing-leveler-ap-on-off,fcs/roll-ap-error-pid,fcs/roll-ap-autoswitch,fcs/heading-true-degrees,fcs/heading-error,fcs/heading-error-bias-switch,fcs/heading-corrected,fcs/heading-command,fcs/heading-roll-error-lag,fcs/heading-roll-error,fcs/heading-roll-error-switch,fcs/heading-pi-controller,fcs/roll-command-selector,fcs/altitude-error,fcs/alt-error-lag,fcs/hdot-command,fcs/hdot-error,fcs/ap-alt-hold-switch,fcs/windup-trigger,fcs/altitude-hold-pid,fcs/elevator,fcs/pitch-trim-sum,fcs/elevator-control,fcs/elevator-actuator,fcs/roll-trim-sum,fcs/left-aileron-control,fcs/left-aileron-actuator,fcs/right-aileron-control,fcs/right-aileron-actuator,fcs/effective-aileron-pos,fcs/yaw-trim-sum,fcs/rudder-control,fcs/flaps-control,fcs/flap-position-normalizer,IO320 Power Available (engine 0 in ft-lbs/sec),IO320 HP (engine 0),IO320 equivalent ratio (engine 0),IO320 MAP (engine 0 in inHg),Fixed-Pitch 75-inch Two-Blade Propeller Torque (engine 0),Fixed-Pitch 75-inch Two-Blade Propeller PFactor Pitch (engine 0),Fixed-Pitch 75-inch Two-Blade Propeller PFactor Yaw (engine 0),Fixed-Pitch 75-inch Two-Blade Propeller Thrust (engine 0 in lbs),Fixed-Pitch 75-inch Two-Blade Propeller RPM (engine 0),Fuel Tank 0,Fuel Tank 1,/fdm/jsbsim/position/vrp-gc-latitude_deg,/fdm/jsbsim/position/vrp-longitude_deg,/fdm/jsbsim/position/vrp-radius-ft,velocities/pi-deg_sec
2.52,-0.4412260856108193,-1.274216402753215,0.009297552236546469,-2.451787729516079,-4.364241860947845,0.02802613579238805,-0.4375900361862226,-1.274234618273566,0.00723961243392724,1.237774166e-05,3180.33595,0.102060238289,1325.73887,0.09594250411097616,-0.03319774465840624,-0.0104516933607609,0.3296677720652332,-0.1948940474997818,0.01845935566724245,-0.1695683127422046,0.2922393538285257,0.2776875024286567,0.4696899733405915,-0.477900135202916,-32.10716016053162,0.09594250411097616,-0.03319774465840624,-0.0104516933607609,1320.383533911936,-119.0414504168253,0.08878860094172035,-0.0295556173198319,0.04073502261264105,0.08878860094172036,0.09589565844284817,-0.0331019790889984,-0.01116126837778329, 2095.709993,-10.78163527, 13.55494479,-10.78163527, 1505.010164, 3.980095272, 13.55494479, 3.980095272, 3150.415467,77.0804896,2479.991449,45.48950747330895,4.227433930264862,35.42693347424296,4.3124299347401,4.3124119346674,0.5045628333878122,0.2494687082692029,0.001457230039503931,0.9999879365343852,0.004403089016274174,0.002177058339772111,3.130866638106125e-06,-0.3425717707098245,0.6362579461110373,0.5843409475946283,0.3692777611602299,-0.3426056987441287,0.6362042537999487,0.5843994049210472,0.3692462838849209,-6.2171171170891,-18.982296361093,29.593977950128,29.759525975078,-95.163838881573,-1633026.632294878,-18107409.12635456,10325659.95001538,-1636354.04570843,-18107108.73353519,10325659.95001538,0.010528746813246,4.3124119346674,0,0.00302543346,0.99947956,1.5236864,34494357.8,87.307231,3.49,-2.79621074,1,0,-0.523,-0.523,-0.531806283,-0.174,0.348,0,-0.166775784,-0.41693946,-0.418616943,-0.418616943,-0.418616943,0,-1,0.292937301,0,0.00145733738,-0.00145733738,0,-0.00145733738,-2.54305373e-05,-0.000133770285,-0.00894005301,0,0,0,-4.31241205,-3.78431275,-0.453954334,-0.465115602,0,0,0,-0,0,0,0.002,-0.418616943,-0.146097313,-0.146097313,0.109572985,0.109572985,-0.255670298,0,0,0,0,76756.5,139.557,1.29953,29.4933,462.378,-0.114111,0.632747,184.789,1602.15,129.996,129.996,29.5939786089575314,-95.1638399846083445,20908474.4901972339,-0.437590036186222497
2.64,-0.5464758071390921,-1.756112908746991,0.01288582856085266,0.9397891281714673,-3.529211051404532,0.02778939287215266,-0.5428462554769744,-1.756128944203516,0.01081643225983884,2.281530575e-05,4317.828947,0.138563557334,1325.73093837,0.1321899786788431,-0.04108764141308376,-0.00612165671472889,0.26867725176422,0.06085542572977195,0.0413310347643378,0.08447594685611619,0.2634963274557589,0.2106691843385171,0.307497311671372,-0.1868825479987407,-32.08280715065047,0.1321899786788431,-0.04108764141308376,-0.00612165671472889,1320.378646338711,-119.0072994184708,0.1180250359544959,-0.03548000826187848,0.06333339816094746,0.1180250359544959,0.1321830388610081,-0.04103627017142007,-0.006597589622245885, 2095.704898,-10.78163125, 13.55496757,-10.78163125, 1505.009813, 3.980133637, 13.55496757, 3.980133637, 3150.410588,77.0804352,2479.989699,45.48950570132163,4.227436914125279,35.42691655327259,4.3135251253843,4.3135071150779,0.441722484118328,0.06907093507652376,0.001281165810715399,0.9999923887442752,0.003854738878152266,0.0006027961996355655,8.856718169995132e-06,-0.3413067315834371,0.6370329471717624,0.5846696224928803,0.368592148217407,-0.3413422091778387,0.6369766663094901,0.5847309379753709,0.3685592937171493,-2.6514466994813,-17.249041350638,29.593977987841,29.759526012912,-95.16383889657,-1632868.186872182,-18107423.40924048,10325659.96250359,-1636354.049918687,-18107108.72725195,10325659.96250359,0.011030115709115,4.3135071150779,0,0.00302236056,0.99947952,1.5236864,34494357.8,87.307231,3.49,-2.79620767,1,0,-0.523,-0.523,-0.530709512,-0.174,0.348,0,-0.164343572,-0.410858931,-0.41074626,-0.41074626,-0.41074626,0,-1,0.188484251,0,0.00128126018,-0.00128126018,0,-0.00128126018,-2.23579902e-05,-0.000128400186,-0.00783791191,0,0,0,-4.31350724,-3.83462575,-0.459989683,-0.466587273,0,0,0,-0,0,0,0.002,-0.41074626,-0.143350445,-0.143350445,0.107512834,0.107512834,-0.250863278,0,0,0,0,85039.7,154.618,1.29953,29.4385,457.847,-0.157149,1.01366,231.336,1787.95,129.995,129.995,29.5939786489015084,-95.1638400005031855,20908474.490111798,-0.542846255476974404
2.76,-0.3030488233627467,-2.117579728992568,0.0151811766831,2.872434682993712,-2.330811565346803,0.006412811813003474,-0.299427682275845,-2.117593893380127,0.01309708454181309,3.080982568e-05,5017.610041,0.161020251679,1325.74919844,0.1593994024624805,-0.02278553518408994,-0.0004139223129303871,0.1798114538337909,0.2131637510347482,0.05922786638782734,0.2338182018073063,0.2240747533511336,0.1225958848385909,0.08834007943456701,-0.003885847415195404,-32.06345421836388,0.1593994024624805,-0.02278553518408994,-0.0004139223129303871,1320.399589627191,-118.9783245951645,0.1384353418748221,-0.01557390771926113,0.08075042395588677,0.1384353418748221,0.1594008952620128,-0.02277856302215504,-0.0001144858808750842, 2095.699286,-10.78162683, 13.55499266,-10.78162683, 1505.009427, 3.980175881, 13.55499266, 3.980175881, 3150.405213,77.08037526,2479.987771,45.48950374918861,4.227440201334183,35.42689791206399,4.3139568082988,4.3139388063184,0.3871141168571435,-0.1629638550879652,0.001313945750689424,0.9999932825221262,0.003378214424706709,-0.001422080586632874,1.627049583749253e-05,-0.3398240645872205,0.6379492839833201,0.5851742819284497,0.367574993657231,-0.339861052374444,0.6378903939706871,0.5852384765591109,0.3675407948971491,-0.14878316922154,-8.1350744809817,29.593978036081,29.759526061314,-95.163838909211,-1632709.740357097,-18107437.68833334,10325659.97799909,-1636354.053160991,-18107108.7185623,10325659.97799909,0.011531484604984,4.3139388063184,3.2625627812479e-09,0.00302293268,0.999479505,1.5236864,34494357.8,87.3072309,3.49,-2.79620824,1,0,-0.523,-0.523,-0.529756416,-0.174,0.348,0,-0.168221529,-0.420553823,-0.419172506,-0.419172506,-0.419172506,0,-1,0.219939303,0,0.00131404254,-0.00131404254,0,-0.00131404254,-2.29300423e-05,-0.000123228721,-0.00687964464,0,0,0,-4.31393894,-3.88022455,-0.465459555,-0.465574041,0,0,0,-0,0,0,0.002,-0.419172506,-0.146291204,-0.146291204,0.109718403,0.109718403,-0.256009608,0,0,0,0,91763.6,166.843,1.29953,29.3798,453.719,-0.0897645,1.3559,274.288,1943.15,129.994,129.994,29.5939786999987966,-95.1638400139214866,20908474.4891811572,-0.299427682275844986
2.88,0.04319026192983197,-2.320138119045736,0.01467396264729842,2.53935287970792,-0.9198616825840538,-0.01417261833311073,0.04680165373041627,-2.320151778233257,0.012573018539578,3.633566719e-05,5449.025707,0.174864820709,1325.77520325,0.1746865045298384,0.003267324594385444,0.00718715846680143,0.07417573220153795,0.1946621596402605,0.06220275377150711,0.2109450300633834,0.1765680872901567,0.02838935498971251,-0.1672965504066055,-0.01284847362287206,-32.05869960316891,0.1746865045298384,0.003267324594385444,0.00718715846680143,1320.427880134535,-118.9541138069953,0.1473686065427035,0.01167894951965036,0.09340129263272838,0.1473686065427036,0.1746274253818117,0.003225056639103719,0.008518617016841873, 2095.693249,-10.78162207, 13.55501964,-10.78162207, 1505.009012, 3.980221313, 13.55501964, 3.980221313,  3150.39943,77.08031078,2479.985696,45.48950164903589,4.227443737794371,35.42687785739329,4.3134553134441,4.3134373061561,0.3701068537007972,-0.4299051397566497,0.001386541943753362,0.9999877466886898,0.003229808639819876,-0.003751562631913531,2.421664659914253e-05,-0.3383712184521084,0.6388636045780556,0.5858995123211985,0.3661693252179263,-0.338409666729674,0.6388020778246389,0.5859665938938911,0.3661337920367729,2.3560018412515,1.0706258892173,29.593978091349,29.759526116775,-95.163838912831,-1632551.290678985,-18107451.96422081,10325659.99526005,-1636354.053364754,-18107108.70805437,10325659.99526005,0.012032853500852,4.3134373061561,0,0.00302419972,0.999479523,1.5236864,34494357.8,87.3072309,3.49,-2.79620951,1,0,-0.523,-0.523,-0.529459583,-0.174,0.348,0,-0.174293373,-0.435733433,-0.434281208,-0.434281208,-0.434281208,0.00153398437,-1,0.328964411,0,0.00138664408,-0.00138664408,0,-0.00138664408,-2.41969392e-05,-0.000118377955,-0.00657796114,0,0,0,-4.31343745,-3.92148212,-0.470408703,-0.461890086,0,0,0,-0,0,0,0.002,-0.434281208,-0.151564142,-0.151564142,0.113673106,0.113673106,-0.265237248,0,0,0,0,97134.7,176.608,1.29953,29.3195,450.038,0.0252046,1.61531,312.387,2070.75,129.993,129.993,29.5939787585394569,-95.1638400177830874,20908474.4873874784,0.0468016537304162678
3,0.2603664930734366,-2.355534615633724,0.01277327141117868,0.8231978933880948,0.4078935391178813,-0.01341865492345604,0.2639675018096198,-2.355549085600343,0.01065458546076172,3.808152889e-05,5578.397804,0.17901649754,1325.79151742,0.1774188510138477,0.01962866769453686,0.01357103905596586,-0.02623902833763658,0.06824649175423413,0.04147267287737468,0.07887794583773083,0.1189928113996928,-0.04811052056976806,-0.4260883183165838,-0.150065212122111,-32.07747350371439,0.1774188510138477,0.01962866769453686,0.01357103905596586,1320.445860972769,-118.9363468358905,0.1459643886669629,0.02862113413148211,0.09960991072028166,0.1459643886669629,0.1772344916718033,0.01953967908317359,0.01590730318938577, 2095.686868,-10.78161704, 13.55504815,-10.78161704, 1505.008573, 3.980269319, 13.55504815, 3.980269319, 3150.393318,77.08024262,2479.983503,45.48949942928091,4.227447475653547,35.42685666062283,4.3119609430432,4.3119429457545,0.3892766286702215,-0.7118688319889527,0.001185618622343728,0.9999749339475951,0.003397071626251099,-0.006212116531403366,3.144946887027389e-05,-0.3370407439508796,0.6397145677327128,0.5867822627217779,0.3644933262800515,-0.3370806108433409,0.6396503806498566,0.5868522322943271,0.3644564580016915,4.3741240747547,6.2949818171382,29.593978149522,29.75952617516,-95.163838908039,-1632392.838092686,-18107466.23757745,10325660.0129511,-1636354.050784904,-18107108.69640272,10325660.0129511,0.012534222396721,4.3119429457545,0,0.00302069295,0.999479577,1.5236864,34494357.8,87.3072309,3.49,-2.796206,1,0,-0.523,-0.523,-0.529794159,-0.174,0.348,0,-0.178372419,-0.445931049,-0.445273524,-0.445273524,-0.445273524,0.00153398437,-1,0.42891873,0,0.00118570596,-0.00118570596,0,-0.00118570596,-2.06905689e-05,-0.000113724035,-0.00690788291,0,0,0,-4.31194309,-3.95871654,-0.474875286,-0.458967983,0,0,0,-0,0,0,0.002,-0.445273524,-0.15540046,-0.15540046,0.116550345,0.116550345,-0.271950805,0,0,0,0,101366,184.301,1.29953,29.2593,446.799,0.10526,1.75306,345.142,2174.25,129.992,129.992,29.593978820156007,-95.1638400127218205,20908474.4847496003,0.263967501809619809
3.12,0.2929443356404619,1.582157658088895,-0.4886104993112113,2.04313950486682,17.60170005339961,-7.055480513966209,0.2965432642025028,1.582143507368696,-0.4907327190022284,0.0004736993217,19674.49949,0.631374765878,1325.78974719,0.6268691397778688,0.01846226978097464,0.07299535037763072,4.047848066348478,-0.4306145912521872,0.9151382447217934,-0.1805575307271626,2.952569667921395,3.03401099779864,3.619223960294372,-0.6756120485986559,-31.22785072487629,0.6268691397778688,0.01846226978097464,0.07299535037763072,1320.470105916844,-118.6461136260105,0.5028354598255996,0.05189072043410138,0.3782828947532145,0.5028354598255999,0.6258406055299653,0.01763313202287554,0.08152732126725491, 2095.680213, -10.7816118, 13.55507787, -10.7816118, 1505.008116, 3.980319374, 13.55507787, 3.980319374, 3150.386944,77.08017155,2479.981216,45.48949711432066,4.227451373829456,35.42683455472314,4.3074230663478,4.3074050895634,0.426641827186159,-0.768064709975639,359.9739002371376,0.9999705864447325,0.00372153338458068,-0.006703380190532833,-0.0002028020377109554,-0.3368730483639788,0.6396472831747883,0.5872158003883726,0.3640679966535315,-0.3369144614651217,0.6395804791319238,0.5872885609408917,0.3640296726326337,6.6418562395849,1.6756465448425,29.593978276673,29.759526302783,-95.163838901701,-1632234.383533928,-18107480.49451212,10325660.0509908,-1636354.046353966,-18107108.6697161,10325660.0509908,0.01303559129259,4.3074050895634,0,6.28572978,0.999479741,1.5236864,34494357.8,87.3072309,3.49,-2.79572978,1,0,-0.523,-0.523,-0.530446305,-0.174,0.348,0,-0.179930137,-0.449825342,-0.449252997,-0.449252997,-0.449252997,0.00153398437,-1,0.495694792,0,360.000416,-360.000416,360,-0.000416415983,-7.2664589e-06,-0.000118219758,-0.00756452437,0,0,0,-4.30740525,-3.99217369,-0.478888884,-0.397361562,0,0,0,-0,0,0,0.002,-0.449252997,-0.156789296,-0.156789296,0.117591972,0.117591972,-0.274381268,0,0,0.5,0.0166666667,104652,190.276,1.29953,29.2006,443.978,-0.271101,-0.733866,372.574,2257.1,129.991,129.991,29.5939789475433024,-95.163840006220056,20908474.4800683632,0.296543264202502821
3.24,0.1454029621449027,2.500641781020669,-0.8407294499267645,1.012990993108899,-4.179297899472255,-4.026617352409733,0.1490117496428419,2.500631639889464,-0.8428348841828437,0.001535728317,35424.9757,1.13682326026,1325.77058329,1.132584070216765,0.001006773785667084,0.09807872024585462,4.314867553555558,-0.4504053614663828,-0.506547711608403,-0.3083504102371544,1.824409768398369,4.011956347819874,4.038293711645596,-0.7241444361027825,-32.68327649652637,1.132584070216765,0.001006773785667084,0.09807872024585462,1320.476322086979,-118.3598732728495,0.9288362539559135,0.05713824203878377,0.6529667370556913,0.9288362539559141,1.131682215314049,-0.001863296570539159,0.1079769268643558, 2095.673343,-10.78160639, 13.55510855,-10.78160639, 1505.007643, 3.980371034, 13.55510855, 3.980371034, 3150.380364,77.08009818,2479.978856,45.48949472475711,4.227455397630326,35.42681173642543,4.2941859476268,4.2941680261563,0.4579231366158203,-0.5006831018855316,359.8943794259354,0.9999820615618465,0.003992055567770753,-0.004372916917925511,-0.0009042369669121244,-0.3381495430716945,0.6382904372662462,0.5869817783772849,0.3656399814953348,-0.3381927345905737,0.6382210913268427,0.5870571769751816,0.3656000325733769,4.9493125534331,0.050741305530758,29.593978564554,29.759526591757,-95.163838900241,-1632075.927099576,-18107494.7133911,10325660.13565337,-1636354.040163286,-18107108.60636081,10325660.13565337,0.013536960188459,4.2941680261563,3.2625627809861e-09,6.28434188,0.999480219,1.5236864,34494357.8,87.3072309,3.49,-2.79434188,1,0,-0.523,-0.523,-0.530992266,-0.174,0.348,0,-0.177703736,-0.444259341,-0.444059465,-0.444059465,-0.444059465,0.00153398437,-1,0.477751165,0,359.92089,-359.92089,360,0.0791102528,0.00138047391,-8.16443269e-05,-0.00807391078,0,0,0,-4.29416818,-4.02155603,-0.482414031,-0.374437104,0,0,0,-0,0,0,0.002,-0.444059465,-0.154976753,-0.154976753,0.116232565,0.116232565,-0.271209318,0,0,1,0.0333333333,107167,194.848,1.29953,29.1442,441.539,-0.641631,-1.28459,395.023,2322.6,129.989,129.989,29.5939792308325842,-95.1638400053752349,20908474.4678626955,0.149011749642841917
3.36,-0.01139547812721036,1.306955215144614,-1.085949516136741,-4.668027760722288,-13.53633797393774,-1.719710755473877,-0.007777640141702,1.306952051433297,-1.088039382581287,0.003303360995,51955.36642,1.667299914,1325.73949487,1.667070651059464,-0.02715879632652124,-0.005181444845304584,4.578492442112716,0.1720114820143534,-0.9647789039113516,0.2667652019293353,1.501524794891202,4.465509296821322,4.435925614667444,-0.1220961530215899,-33.13097350476772,1.667070651059464,-0.02715879632652124,-0.005181444845304584,1320.461423577201,-118.1725254565137,1.446146187213988,0.04125365033178001,0.8287631415266764,1.446146187213987,1.666962068994631,-0.03350580395247118,0.001955721619143162, 2095.666309,-10.78160085, 13.55513996,-10.78160085,  1505.00716, 3.980423933, 13.55513996, 3.980423933, 3150.373626,77.08002304,2479.976438,45.48949227755561,4.227459518488124,35.42678836773423,4.2870379798114,4.2870200845559,0.4679203537097302,-0.2529142848621396,359.780366982102,0.9999874079265246,0.004079116405402877,-0.002214895647103512,-0.001907625490967421,-0.3390943364930558,0.636879485406512,0.5869274015954248,0.3673088309353772,-0.3391393320467228,0.6368075776000851,0.587005419724837,0.3672672865688992,-0.17808121404981,-0.93333731688577,29.593979023847,29.759527052681,-95.163838907135,-1631917.47086993,-18107508.90499599,10325660.27762528,-1636354.034294832,-18107108.51711798,10325660.27762528,0.014038329084328,4.2870200845559,0,6.28235199,0.999480477,1.5236864,34494357.8,87.3072309,3.49,-2.79235199,1,0,-0.523,-0.523,-0.531166751,-0.174,0.348,0,-0.17385711,-0.434642775,-0.435579629,-0.435579629,-0.435579629,0.00153398437,-1,0.407133158,0,359.806869,-359.806869,360,0.193131095,0.00337013761,3.64342695e-05,-0.00813031654,0,0,0,-4.28702025,-4.04704971,-0.485472467,-0.483516745,0,0,0,-0,0,0,0.002,-0.435579629,-0.15201729,-0.15201729,0.114012968,0.114012968,-0.266030258,0,0,1.5,0.05,109066,198.301,1.29953,29.0908,439.439,-1.0085,-1.03931,413.069,2373.87,129.988,129.988,29.5939796851718313,-95.1638400136323241,20908474.4613473453,-0.00777764014170200055
3.48,-0.1395465035007713,0.05941646351610261,-1.327122842579352,-6.760349632015651,-4.61534712186148,-2.107044419115748,-0.1359258549226188,0.05942278466882102,-1.329207828759413,0.005911517807,69502.73165,2.2304127731,1325.71290783,2.228586896395932,-0.04743828977115763,-0.07675410279579553,4.789968679215425,0.5388167150661094,-0.1604804031712027,0.6669399202876286,2.299583429629833,4.231801957316047,4.690822048090144,0.2309998999976809,-32.29106899378435,2.228586896395932,-0.04743828977115763,-0.07675410279579553,1320.454535997048,-117.9434333870899,1.969486681230973,0.03339537529115158,1.046302107320358,1.969486681230974,2.228471002553685,-0.06091156920852354,-0.07034138137671442, 2095.659147,-10.78159521, 13.55517194,-10.78159521, 1505.006667, 3.980477777, 13.55517194, 3.980477777, 3150.366767,77.07994656,2479.973978,45.48948978641165,4.227463713340871,35.42676457943011,4.2922243662179,4.2922064510979,0.456269386369732,-0.1745083159899207,359.6378664693354,0.9999859392205372,0.003976853963463059,-0.001535435027432809,-0.003154113671062477,-0.3389631938125611,0.6359341797295066,0.5874546279917489,0.3682237530948048,-0.3390099123450973,0.6358596367220165,0.5875353123727201,0.368180741531391,-1.9725273465794,-1.2187065943215,29.593979663723,29.759527694711,-95.163838923478,-1631759.015529998,-18107523.07304949,10325660.48289653,-1636354.029433864,-18107108.40571013,10325660.48289653,0.014539697980197,4.2922064510979,0,6.27986488,0.99948029,1.5236864,34494357.8,87.3072308,3.49,-2.78986488,1,0,-0.523,-0.523,-0.530963403,-0.174,0.348,0,-0.171036594,-0.427591484,-0.428196343,-0.428196343,-0.428196343,0.00153398437,-1,0.339138795,0,359.664358,-359.664358,360,0.335642105,0.00585695472,0.000258062726,-0.00770534034,0,0,0,-4.29220661,-4.07006852,-0.488233526,-0.558574907,0,0,0,-0,0,0,0.002,-0.428196343,-0.149440524,-0.149440524,0.112080393,0.112080393,-0.261520916,0,0,2,0.0666666667,110480,200.872,1.29953,29.0409,437.635,-1.32908,-0.535476,427.347,2413.62,129.987,129.987,29.5939803216848425,-95.163840032017589,20908474.4661241993,-0.1359258549226188
3.6,-0.1714183444985206,0.03094607307373499,-1.633000278026719,-0.6879774934819721,3.582786336268692,-2.638750036119588,-0.1677979059556894,0.03096431401679578,-1.635085558698494,0.009402521576,87654.55927,2.8129237624,1325.69480232,2.811790366038056,-0.05416451243522082,-0.05866205024296667,4.935310687757462,0.07440710763411654,0.3589403300088819,0.2025313500939159,2.861911566516308,4.09674758388324,4.833876867614929,-0.2496903962692258,-31.77090104871726,2.811790366038056,-0.05416451243522082,-0.05866205024296667,1320.463954464003,-117.6247207554806,2.46555056642638,0.04187290923661136,1.353457482508075,2.465550566426381,2.811332004684401,-0.08011366432188657,-0.05034136784582634, 2095.651891, -10.7815895, 13.55520434, -10.7815895, 1505.006168, 3.980532332, 13.55520434, 3.980532332, 3150.359817,77.07986906,2479.971484,45.48948726224678,4.22746796379776,35.42674047580426,4.3000916838646,4.3000737359153,0.4343835733668784,-0.1778780659833861,359.4621170315818,0.9999806218010231,0.003783370198153745,-0.001570043229980837,-0.004687973617572985,-0.3382494091417149,0.6351141615665238,0.5883710268135828,0.3688317689669136,-0.3382978183739296,0.6350369276502325,0.588454385603992,0.368787367825176,-1.1951816947487,-1.1033323454884,29.593980491936,29.759528525702,-95.163838948973,-1631600.560107232,-18107537.20780087,10325660.7491564,-1636354.024604681,-18107108.26238677,10325660.7491564,0.015041066876066,4.3000737359153,-3.2625627800315e-09,6.27679748,0.999480006,1.5236864,34494357.8,87.3072307,3.49,-2.78679748,1,0,-0.523,-0.523,-0.530581424,-0.174,0.348,0,-0.170775396,-0.42693849,-0.426820019,-0.426820019,-0.426820019,0.00153398437,-1,0.315066268,0,359.488596,-359.488596,360,0.511404488,0.00892400832,0.000603933695,-0.00697748988,0,0,0,-4.30007391,-4.09160868,-0.490817098,-0.541158466,0,0,0,-0,0,0,0.002,-0.426820019,-0.148960186,-0.148960186,0.11172014,0.11172014,-0.260680326,0,0,2.5,0.0833333333,111514,202.752,1.29953,28.9946,436.089,-1.62094,-0.398515,438.478,2444.12,129.986,129.986,29.5939811469748086,-95.1638400601346177,20908474.4729753435,-0.167797905955689358
3.72,-0.06892260857312719,0.5390443425153399,-1.97447690401957,-1.505594559337069,3.850896279533681,-2.968516721212856,-0.06530113080006462,0.5390767364721355,-1.976560207364086,0.01382556827,106290.3467,3.41096535913,1325.67361132,3.410441903906539,-0.05804497147896241,-0.01419445551320919,5.042177030928933,0.2706507631265839,0.3205034181060983,0.3410086183491526,2.842088726480919,4.225955941234976,4.958558552881867,-0.08168938441814919,-31.84011892193341,3.410441903906539,-0.05804497147896241,-0.01419445551320919,1320.472575911852,-117.2771172016309,2.962735990284353,0.04956960095749439,1.689503769672526,2.962735990284352,3.409413866909359,-0.1026937315776542,-0.005980202655251489, 2095.644565,-10.78158373, 13.55523705,-10.78158373, 1505.005665,  3.98058741, 13.55523705,  3.98058741,   3150.3528,77.07979081,2479.968967,45.48948471368239,4.227472255341129,35.42671613918389,4.3033663220704,4.3033483633355,0.4182679093933164,-0.145112082236682,359.2480296839004,0.9999710361477266,0.003641676621522803,-0.001290257978226071,-0.00655746074146802,-0.3376263474060476,0.6339615934723781,0.5894120205718654,0.3697223519678042,-0.3376764909774391,0.6338816437209199,0.5894980014777917,0.3696765551783309,-0.23846695538831,-0.97505898523715,29.593981514445,29.759529551692,-95.163838982672,-1631442.103638239,-18107551.30190317,10325661.0747001,-1636354.018841048,-18107108.07980119,10325661.0747001,0.015542435771934,4.3033483633355,3.2625627795251e-09,6.27306095,0.999479887,1.5236864,34494357.7,87.3072306,3.49,-2.78306095,1,0,-0.523,-0.523,-0.530300152,-0.174,0.348,0,-0.172164855,-0.430412136,-0.430502955,-0.430502955,-0.430502955,0.00306796875,-1,0.329351775,0,359.274492,-359.274492,360,0.725507606,0.0126601077,0.00109872106,-0.00620143112,0,0,0,-4.30334853,-4.11164789,-0.493220808,-0.49920101,0,0,0,-0,0,0,0.002,-0.430502955,-0.150245531,-0.150245531,0.112684148,0.112684148,-0.26292968,0,0,3,0.1,112253,204.097,1.29953,28.952,434.764,-1.93165,-0.515383,447.027,2467.26,129.984,129.984,29.5939821654609005,-95.1638400968559779,20908474.4752176963,-0.0653011308000646246
